,Unnamed: 0,reviews,Sentiment,Analysis
200,200,cairo hour flight ba considers short haul everyone crammed knee pressed seat front nothing way inflight entertainment even magazine available wifi pay pay seat choice checked baggage food drink wifi anything used budget airline premium price ticket would preferred fly easyjet initial ticket would le extra would half price ba app website make really difficult understand extra ended baggage wrong ticket pay extra get started customer service helpline board staff ok long cairo london route spend time break use back row two talk loudly without consideration passenger flyer want hassle charge minimal cabin service budget seat could easily provide premium economy option really make difference experience heathrow terminal compound poor experience especially arrival also poorly served transport link especially u live near gatwick abandoned ba frequent flyer many year even ba gold card holder one point know potential experience used able make choice fly budget fly comfortably case flying budget flying budget double price ba,-0.8327,Negative
201,201,travelling london madrid british airway iberia madrid lima latam cuzco luggage arrived day attempting collect luggage mine one arrive sought help informed make claim online bag finally arrived day later lock forced open everything inside case searched someone emptied st aid kit toiletry threw clothing felt violated treated appallingly start finish month back forth british airway yet stated fault,-0.8779,Negative
202,202,luggage mi tagged dallas way cairo via london luggage arrived lhr planned saturday however upon arrival due luggage mi tagged incorrect name luggage never sent cairo sitting terminal lhr air tag luggage british airway saying nothing filed claim made phone call hung x simple solve problem worker ba refuse solve problem,-0.6124,Negative
203,203,airline lost luggage absolutely awful throughout entire trip gave update website suck nearly impossible get someone phone finally delivered luggage hotel left go back u day told ship back u calling everyday begging get bag back appease phone tell fixing nothing change hotel get touch even tried pick bag back several time called got message saying answering due many complaint call call back later,-0.8221,Negative
204,204,booked ba website round trip flight seattle amman stop london business class first flight delayed diverted nyc enroute husband experienced medical emergency landed nyc taken hospital stayed constant contact airline agent arranged ambulance transfer evening flew back home confirming cancellation remaining flight agent airport next several week spoke many time ba customer service trying obtain kind refund met contradictory explanation excuse absence meaningful customer service discovered marked show flight amman return flight still active unable cancel return website despite booking website phone call never returned spent minimum minute hold every phone call made email received canned reply without answer explanation told possible receive copy ticketing rule regulation speak supervisor several week abysmal customer service filed complaint faa response complaint received email ba customer service explaining reviewed many request full refund could accommodated due ticketing rule would issue flight credit except portion showed state many credit never asked full refund asked read rule receive partial refund use credit fully refunded travel insurance,0.4588,Neutral
205,205,first time flying ba business class never boarding drink provided meal quality business class standard quality wine arrival bodrum bag among last appear looking forward chaos return flight,-0.5719,Negative
206,206,buy sandwich crisp expect hot meal plane narrow body screen helping matter fact ba prebooking shop food recognise flight number onboard wifi work,0.3818,Neutral
207,207,two one review covering economy business class ba flight london city ibiza economy excellent light lunch small cheese pastrami sandwich chocolate brownie followed pretty much free flowing drink trolley flight full crew worked hard good job flight would recommend except fall last minute offer upgrade business direction flew economy business back brother flew business economy business seat identical economy seat blocked squished four abreast meal almost identical minor tweak yoghurt real plus champagne flight none supply issue cabin attendant think name tom must one best business eat paid nothing oh well great flight stick economy,0.937,Positive
208,208,absolutely horrible airline communication terrible last minute delay cancellation seat change communication app website user experience year behind airline seat cramped uncomfortable overpriced would fly,-0.8955,Negative
209,209,experienced delay cancellation departing usa europe hour estimated delay lhr heading back usa would warn traveler ba become unreliable fly list get better organized,-0.2732,Negative
210,210,travelled heathrow kalamata return journey day later world traveller aka economy class flight departed time return flight landed early hour wait baggage offloaded rather ruined journey home caught motorway closure flight ok fa particularly return flight pleasant enough usual economy class seating truly dreadful legroom better club class either middle seat left free marked recommend tall,0.885,Positive
211,211,flight failed every level delayed arrived destination late prepaid car transfer phoned advise u could wait another minute u ba holiday pre ordered food flight never loaded onto flight finally compound british airway complete utter uselessness luggage still heathrow flight tomorrow earliest luggage could possible arrive late wednesday evening clothes flew reading claim toiletry underwear seems antithesis happy holiday might expected complimentary scone lieu food told could purchase trolley available would like make clear british airway bronze level holder long retired show used airline historically,0.8405,Positive
212,212,beware british airway marketing make believe full class level rest treat way get bumped flight responsibility compensate mistake recently trip home planned mr sea mechanical issue meant departed late mr lhr needed make connecting flight landed plenty time make next gate series issue choice british airway kept u boarding next plane crew let passenger connecting flight first hold next flight mere minute passenger make connection airline plus discovered actually bumped next flight even landed pushed virgin atlantic figure get u home extended travel day hour traveling child well offer compensation upgrade made ba refusing provide u financial compensation paid trip home one connection instead two connection multiple airline deal security extra airport kid midnight flight never planning paid ba refuse make right beware potential traveler,-0.0258,Negative
213,213,flew cairo heathrow call euro club class cramped coach seat middle empty seat horrible service get heathrow airport minute late run around looking connecting flight finally jumping escalator train another building gate given seat different paid extra shame well known airline,-0.743,Negative
214,214,flew numerous airline gotta admit british airway far worst airline ever come customer support waited week ticket change call center worker giving false information would make hang told supposed get email flight change never got live chat like american airline online form submit question working international number total garbage,0.5574,Positive
215,215,traveling family people accident airport arrived airport hour flight kiosk unable read one passport go check lady check checked passport gave u boarding pas extra time headed straight security realize lady gave u duplicated boarding pas passport holder got stuck security figure wrong miss flight ran airport year old year old included party staff gate cordial helpful arrived,0.34,Neutral
216,216,flight dub lcy cancelled pm night text message phone waiting bus stop randomly checked email see alternate flight option hang dark hard see mobile phone screen still jet lagged option lhr tried calling one accepted see day change next day want flight staying docklands hence choosing lcy thought better take leaving hour original flight nope better call say hey sorry screwed flight going work accommodation dublin want waste one night london called surly customer service even called treat people like answered kept calling james name brutal accepted anything basically made feel like moron moment confusion accepted first available flight stupid supercomputer kept telling algorithm flight chosen called u could put onto aer lingus flight call fault callous uncaring wanted charge pound new flight change fee said nope booked flight today ryanair plus need find way gatwick docklands money ba utter contempt passenger flying qantas year funky stuff never level cruelty one simple error never people accept utter contempt ineptitude welcome u k wow,-0.9241,Negative
217,217,terrible traveled twice year via business class significantly delayed cancellation connecting flight customer service complete lack appalling forced change credit card longer intend use ba flight terrible uncomfy old plane miserable staff,-0.9382,Negative
218,218,customer service ugly tried calling two week ago still problem flight get someone india thought flying iberia looked close ticket british airway never fly british airway ever,-0.7184,Negative
219,219,uncomfortable flight ever experienced long time since flown long haul cramped condition awful row close together person front reclined seat tv close focus ba seem want make economy uncomfortable encourage customer upgrade worked avoid flying ba future onward flight latam aircraft room row far comfortable return flight santiago light turned pm feel cabin crew avoid providing service disappear behind curtain,-0.6808,Negative
220,220,booked first country trip take husband surprise trip monaco gave u hour connecting flight home heathrow flight left seattle hour late causing u miss connecting flight rescheduled even landed booked u flight hour later offered food ticket type reimbursement additionally sat customer service line hour half see could rebook u earlier flight watch continually assist customer walked outside queue earlier flight available arrived nice france airport closed including rental car desk offered assistance airline room accommodation night found cab cost u euro one one get hotel thought way something like could happen way home wrong flight nice heathrow minute late hour layover would think still make flight unfortunately long security line caused hr delay arriving ba closed door said could hold plane longer despite arriving min departure running heathrow airport going security sent u back customer service queue first statement get tomorrow begging found u flight another airline time told bag transferred flight delta given pound snack airport additional hour delay total trip home spent hour heathrow airport original total layover hour offered pound unfortunately drama continues two bag said made delta flight shockingly told file claim delta since last part flight home day airline pointing finger said today care bag figure send luggage want reimbursement per bag come close memory stuff never fly british airway delta baggage people great either,0.8779,Positive
221,221,husband booked seat within premium economy booking outward journey ba february return march last almost last served food time run choice one occasion eat available option curry disagrees flight appeared undue focus curry spicy food disappointing left u poor opinion british airway,-0.8225,Negative
222,222,may flew seattle heathrow edinburgh ba lost golf bag caused purchase golf shoe club rental tee ball tee time two course st andrew took month make promised bag returned hour would reimburse occurred expense contacted ba state would reimburse toiletry return flight home randomly canceled ba without notifying without notice two week scheduled flight contacted corporate travel team informed ba canceled return reservation rebooked flight ba customer service horrendous make false promise never use airline beware british airway also randomly canceled girlfriend father flight gold member,-0.3182,Negative
223,223,went three flight reach destination ba flight without exception delayed way destination back destination understandable extent understandable prepared one flight delayed almost hour ended missing flight rebooked h ahead providing accommodation messed well hour traveling wait hope hotel would find extra room since ba communicate properly gave ba chance correct mistake contacting flight answer lot serious complaint involved flight tell contact partner last flight went smoothly nothing previously addressed complaint contacted gave week asking address complaint partner could nothing ghosted kind personnel holding airline together though,-0.5512,Negative
224,224,excellent flight club world british airway welcome aboard warm continued throughout flight crew attentive friendly professional board food dinner breakfast good well chosen selection wine flight entertainment offered great selection film audio seat flat bed comfortable british airway done excellent job design comfort suite board liked sleek minimalist design flight showed ba among world best airline,0.9901,Positive
225,225,flight schedule delayed one hour boarding plane delayed least another minute arrived london delayed least another minute find gate left minute catch connecting flight barcelona needed run take train different terminal catch next connecting flight arrived barcelona airport discovered check luggage still london painful trip disrupted vacation flying ba anymore find alternative airline,-0.765,Negative
226,226,worst experience year travel first flight two kid boston london delayed hour resulting missing connecting flight despite layover approximately hour ended waiting pm board flight cairo unfortunately even flight delayed would strongly advise avoiding particular airline even mean paying bit different option,-0.8957,Negative
227,227,worst experience year travel bag destroyed flight delayed hour get water board attempting claim website entire site failed dropdown menu work contact plane filthy someone else belonging left food still seat,-0.91,Negative
228,228,terrible delay rebook domestic travel passenger received reimbursement lost luggage received luggage day purchase new clothes family wedding customer service rep pick phone,-0.7717,Negative
229,229,serious medical problem appeared onboard informed crew helped unfortunately transit travelling became difficult unwell became also could find way back home condition thankfully crew helped every step journey returned back home stressful experience crew british airway made way tolerable,-0.8126,Negative
230,230,flown british airway never fly check process terrible slow people regular check line two agent working one agent working first class line take long check people especially people checked online ahead time group checked online almost missed plane slow counter service run gate make terrible,-0.7968,Negative
231,231,itinerary supposed la vega chicago london venice landed london heathrow stuck aircraft hour explanation delay missed connecting flight venice getting plane real nightmare took place flight people aboard meaning many rush get flight already missed flight put u two line one people missed flight waited approximately minute come clerk told since missed flight would go connecting flight ba service desk assistance known information would receive would skipped line altogether went service desk people standing line waited minute clerk came passing everyone pamphlet telling people create account online book flight ba site since system rebook anyone hassle anything ba site ended calling helpline waiting connected ba rep spoke woman said would call iberia airline rebook called iberia said since booked expedia would call expedia said would call ba rebook called ba rep said flight could get booked following monday mind travelling since th friday hotel vicinity airport booked trying figure checked baggage went still customer service got ba rep horrible service could care le predicament company caused acted like inconveniencing issue also sleep airport waiting flight next morning hotel booked overall experience british airline worst airline experience ever deal never book company would rather pay money ticket different airline buy company,-0.9042,Negative
232,232,busy day lhr flight full lounge crowded b gate lounge quieter flight left time professional crew greeted name executive club status acknowledged thanked return custom nice touch service good food average entertainment good early arrival quick processing jfk good,0.9538,Positive
233,233,worst seat ever encountered economy class leg room spread leg fit staff terminal rude business class offer seat legroom block middle seat cram people seat legroom block seat type front plane legroom business class passenger empty seat plane old onboard entertainment hour flight last time fly british airway,-0.8555,Negative
234,234,top ten reason use british airway aware notice travel risk travelled year many different airline say british airway rank one top two horrible airline fly waste time money customer service non existent please notice purchase ticket money kiss customer service help resolving issue goodbye used travel europe worst experience airline year work hard save money travel expect good experience welp company sure make million customer per year understand sometimes thing happen started right booked flight bad experience end set foot back hometown please take note customer service number buried internet listed website google still got run around someone finally answered trust number secret finally find customer service number long wait someone answer resolve issue instead pas buck whatever airline sold ticket one take ownership airline operates day year around clock customer service rep help customer british airway cancel flight without notice notify email text primary ticket get notification even primary may may get notification pay seat pick matter cancel seat refund money play stupid flight may cheaper done paying seat route another partner airline notify connecting flight cancel one leg notify never use review help one person heed advice job done,0.7385,Positive
235,235,easy check way heathrow flight time issue return flight valencia booked afternoon long haul flight arrived early heathrow another airline connecting flight asked british airway check could put onto morning flight back valencia avoid seven hour waiting heathrow flight changed cost checked within five minute indeed customer service thank,0.4939,Neutral
236,236,online check worked fine quick security check onboard quick flight glasgow water snack provided pleased cheap quick efficient,0.836,Positive
237,237,ba first lounge terminal zoo pm dirty table used tableware everywhere worse usual atrocious boarding gate service boarding started min late flight operated finnair barely low cost standard let alone business class hard thin uncomfortable seat poor legroom cabin simply tatty remain shocked ba allow time ba ceo management focused standard rather bean counting finnair cabin staff fundamentally courteous provide trimmed budget airline type service whole trip turned yet business class ticket one expensive recent trip thought post covid ba better month many cost cut making fall well european full service airline,-0.7584,Negative
238,238,paid quick visit nice yesterday heathrow decided go business class since last short haul flight economy real crush rather unpleasant paid business class round trip went ba lounge terminal crowded morning decided drink stuck breakfast offering cooked option look appealing fresh fruit selection enjoyable subsequently discovered much nicer ba lounge closer gate b waited min boarding efficient got seated c seat b blocked acted additional table seem difference width seat cramped seating economy may additional inch leg room think ba trying outdo easyjet term frill would cost ba much supply business class passenger complimentary newspaper read flight inflight magazine longer available screen zero term flight entertainment inflight wifi flaky best non existent time glad two hour flight really think fare paid worth money,0.9623,Positive
239,239,word fail describe last awful flight baby across aisle cry flight although horrible go without rest long flight lhr sfo understandable baby cry nonstop crew yakking loudly galley even polite notification conversation could heard cabin made flight unbearable rest sleep always difficult anyway westbound food bad turned whatever nasty offering nd service happened really nice tea scone said suffering ba concept customer service e anything help passenger involves extra work time swear mean never ba please lounge packed even single traveler hard time finding seat poor ba skid downhill,-0.9813,Negative
240,240,absolutely terrible experience app would let check online repeatedly asked covid document accept even provided trying fly back usa citizen app caused repeated error went british airway customer service check told seat already given away another passenger even though plenty time also industrial action heathrow meaning number flight limited delayed hour returning usa terrible app bad customer service give away seat even paid passenger already airport,-0.9117,Negative
241,241,ba overbook every flight maximise income regard customer mean cannot check online kiosk airport queue even luggage make easyjet ryanair look like customer champion server itsu ba terminal say stopped flying ba year ago due service bad time customer serf complaint staff care poor service unhappy customer routine occurrence,-0.4404,Negative
242,242,flight time except belfast london never staff efficient issue app could book seat tel aviv though tried month wanted pay ended middle seat even though window seat available flight seat front dividing barrier used thoroughfare service team throughout flight wasted money pe seat get hold ba customer service via app either ignored communication use,-0.8286,Negative
243,243,second time flying ba first time positive could made connection heathrow ba proactive instead overnight renaissance hotel compliment ba adequate one wonder large part hotel devoted sleeping feeding hundred stranded passenger ba offered one employee help u get gate instead waiting shuttle bus half hour late arriving could made flight saved ba cost rebooking hotel shuttle food accommodation another bad show business class fare offer,0.9337,Positive
244,244,going bother reviewing flight seem perpetual downer ba airport experience convinced otherwise flight class reduced first business offered alternative route outward leg first make disappointment reneged special anniversary sucked flying back checked online chosen window seat gate show passport passport boarding hand luggage trying board passport checked twice issued new boarding card centre seat unbelievable flight quiet half normal crew aircraft unavailable meant pre departure drink limited selection food crew great earth going ba unique knack snatch defeat jaw victory every time say new club suite great,0.7184,Positive
245,245,booked business class ticket fianc reschedule flight due unforeseen timing change called get flight refunded representative phone informed sure much would get refund department needed check estimated would lose booking fee accepted never got cancellation email update instead received total back le booking cost since spent hour calling different department blocked lost tremendous amount money nothing show,-0.4019,Negative
246,246,never travel british airway spent business class seat attend funeral uk first boeing cabin seat across aisle getting reality premium economy seat narrow effectively business class seat cut half squeezed seat mean passenger bump head bulkhead stand many clamber others go toilet wake passenger whole point business class pay rest privacy someone push top second food disgusting third service terrible fourth toilet tiny fifth inflight screen fixed high could see anything sixth baggage handling also appalling meaning taxi waiting hour pay free airport transfer british airway seventh charging point work second leg london larger plane seat across aisle bearable hopping people seat uncomfortable one piece mean sleeping metal bar seat gap seat add insult injury find flight back sydney small plane book seat check paid note seat left got worst seat house going appalling airline service ever encountered point paying business class british airway,-0.967,Negative
247,247,already portugal contacted today cancelled return flight minute late calling even though tried hour get day unable get back kept pound customer service shocking intention helping,-0.3612,Negative
248,248,terrible avoid airline becoming regular practice cancel flight cancellation switzerland forced u spend whole night cheap hotel fly next day another cancellation spain airline know ask expensive price,-0.8519,Negative
249,249,despite gold member british airway staff heathrow literally could care slightest absolute turmoil logistical damage wider impact terrible service staff member repeat mantra obliged provide even update first hour would make situation better proactive update empathy care lot actual lie told tell given care thought passenger actual individual show every action word say better suited working away human,0.8555,Positive
250,250,regarding aircraft seat business class seat flight pretty good suite type every seat booth sliding door extra privacy downside travelling couple quite difficult interact ample storage usb charging port seat pretty comfortable someone find difficult sleep flight one time able get minute sleep amenity provided pretty average compared airline leather toiletry bag quite nice though slipper pair sock restroom flight small provide much way toiletry compared airline free wi fi business class acceptable another example ba penny pinching recent year regarding staff customer service poor inattentive beyond meal time offer water flight go find attendant ask also offer snack rude time partner asked fork replaced one provided quite clearly dirty attendant incredibly rude response left u shocked different customer seem receive different quality service customer behind repeatedly greeted politely name asked whether needed anything etc whereas partner afforded level personal service disappointing paid price ticket expect level service food pretty bad risotto partner chicken extremely cooked rice looked like porridge vegetable discoloured flavourless bread nice though breakfast much better summary ba become ryanair long haul customer service way would expect premium airline premium seat pay premium price average service option available would choose ba day,0.8939,Positive
251,251,travelled british airway sweden los angeles via london december arrived lax one bag missing information whereabouts bag searching someone minute found point contact told bag left behind gave detail would staying told would contact day still contact tried call british airway customer service woman airport give file reference number quite difficult try locate bag finally found reference number bag said would delivered couple day told switched hotel gave address staying everything fine couple week went bag still nowhere seen time fly home airport tried talk personnel try locate bag said delivered first hotel stayed even though given updated address asked since flying home guy counter told problem figure questioned response walked away manager saw came apologized colleague would send someone fetch bag send either flight next one came home couple day later received bag made complaint claim british airway website since buy clothes toiletry vacation bag january said would refund claim april almost may still received refund even multiple email conversation know anymore situation since appears one willing help appalled situation handled frankly disappointed british airway lack customer service,-0.8832,Negative
252,252,food lousy ever planning asian hindu vegetarian meal clueless meal includes snack also lousy took u hour go clear security check place chaotic get boarding gate long line minute wait someone check passport boarding pas seat premium economy ok passenger front reclines little space window seat passenger cross overall good airline,-0.5574,Negative
253,253,worst experience flight london toronto got delayed missed connecting flight halifax four including infant toddler aged year despite delayed missed connecting flight ground staff helpful waited hour get talk u told u booked hotel u stay night asked go search hotel nice british airway least guy given consideration traveler travel child booked accommodation travel airline,-0.0119,Negative
254,254,ground staff helpful felt like wanted rush u check passenger needed waiting holding area bus anyway travelling child disability nightmare british airway logged complaint took almost four week answer lost luggage good experience,0.5719,Positive
255,255,second time ba premium economy newer aircraft yet another excellent experience despite three hour delay missing connection hong kong pleasant flight seat spacious comfortable premium economy layout attitude cabin crew excellent food good communicate well rebooked connection flight brought peace mind pleasant experience ba premium economy major disappointment club world earlier year,0.9681,Positive
256,256,changed flight brussels london heathrow lax paid extra choose seat since cancelled never honored seat bought seated u totally different seat asked check employee rude told u understand different flight london lax worse nobody airport help u employee ba told u return next day flight rent hotel go terminal sleep finally one employee help u give voucher hotel nightmare airline missed one day work ba return money paid previous chosen seat,-0.7889,Negative
257,257,copenhagen chaotic ticket counter assignment history airline time board never changed fixed counter airport abysmal service need vast improvement,-0.0516,Negative
258,258,worst experience life trying deal customer service british airway many issue getting one destination absolutely horrible time trying get answer reach anyone capable helping navigate uncertainty wrote formal complaint requesting type refund received generic sorry email avios attached equivalent maybe flight needle say go waste refuse fly untrustworthy incompetent unorganized airline even address one single issue expressed equivalent handing band aid slapping face say flight smooth onboard staff kind attentive frustrating thing customer service trained give runaround heavily point exhaustion give trying take loss,-0.9601,Negative
259,259,due code sharing cathay pacific downgraded ba return leg describe cheated felt booked paid airline great entertainment food service instead forced go hungry one choice meal inedible ensure passenger get funny idea assume vegetarian option unavailable might given cracker small packet nut cabin crew announced uniquely aggressive dismissive way get anything else hour know entertainment compiled mainly b movie paid wi fi could watch netflix laptop unsurprisingly signal weak even send email add insult injury earbuds provided cheapest lowest quality ever seen since last time used airline crew le rude obnoxious impatient unhelpful understand seems british airway look characteristic desirable attribute crew,-0.7506,Negative
260,260,lhr check quick first wing quickly security first lounge quiet change reasonably good breakfast buffet available ba brought back highlife magazine lounge seems used covid scrap magazine used offer part endless ba cost cutting toilet lounge disgusting ever cleaned frequently visit year date public washroom better cleaner boarding usual ba muddled mess two gate staff appeared clue endless announcement gate full flight requesting passenger check bag get flight le full onboard good welcome captain flight left gate min late breakfast choice fair standard hot towel even packet towel offered club europe another part relentless ba cost cutting mind fare proportionately lot higher pre covid cabin staff service perfunctory best scrap recognition ba gold oneworld emerald member clear proof ba really care breakfast tray cleared min flight sign staff stay front galley rest flight paid hour wifi dropped connection next min sad note staff service ryanair pro active nowadays priority tagged suitcase came nearly last malaga standard ba business class baggage handling waste money club europe standard keep dropping,0.9509,Positive
261,261,recommend british airway tried call customer service time different day time waited minute phone ended hanging excusing high volume call write email still waiting week website difficult navigate easy really invoice proof receipt look another service sent online receive pdf file need proof flight need screenshots flight flown access booking reprint document try create pdf need contact customer service online long waiting time wait week receive expensive poor almost inexistent customer service difficult use website airline definitely recommend shame still position sleeping competitor around,0.128,Neutral
262,262,absolutely horrible experience booked ticket expedia british airway operated flight madrid belfast changeover london heathrow whole itinerary listed ba although madrid london flight iberia jan nd london experiencing cold fog iberian flight sat tarmac hour madrid london weather upon landing terminal take bus terminal flight last flight belfast evening already taken ba desk swamped people many people spend night due weather british airway staff said could go book hotel pound would reimbursed barely able find room take expensive cab however trying get reimbursement ba said problem iberia problem iberia said reimburse due weather complaining ba said market flight ba refuse reimburse absolutely disgusting behavior airline take responsibility flight using name sell people want take responsibility expect take bus back terminal people gave false information,-0.9391,Negative
263,263,worst airline one thing went right understand got bad late take gate arrived bag took minute arrive horrendous,-0.9081,Negative
264,264,never fly british airway start plane hour late weather reason given boarding process chaotic airport onto plane importantly although business class really business class aisle separated way simply put tray middle seat one sits seat like rest extremely cramped uncomfortable could believe called business class,-0.3134,Negative
265,265,worst aircraft ever flown seat cramped uncomfortable considering flight cost well expected little space money husband knee rubbing seat front hour flight acceptable food disgusting inedible hot food breakfast vile would entertain using ba ground staff great seating food offer let airline expected much,-0.6597,Negative
266,266,enjoyed flight boarding swift service friendly professional food selection good enjoyed quality one downside landed issue ground crew ready total landing getting door open took minute believe heathrow strike action week,0.926,Positive
267,267,make hard lounge experience staff taking care boarding treated u disdain bordering contempt training would fear anything happening new club world suite huge step old product really deliver comfort privacy crew professional personally found food menu rather odd essentially one main could handle told ran row,-0.6728,Negative
268,268,several delay canceled flight finally made copenhagen american airline british airway flight luggage destroyed wheel torn buy new luggage denmark made claim british airway reimburse receipt old luggage would cover new luggage advice receipt old luggage prior flying get ripped like,-0.6124,Negative
269,269,literally worst flight life booking ticket together partner separated sorry flight full flight took minute late apology trolley service took two hour periodically skipped row response flippant rude whoop sure happened want genuinely appalling beginning end might well fly easy jet least charge price commensurate poor quality service like ba,-0.5719,Negative
270,270,swore would never fly ba messed much trying get budapest time flight suited decided give another go flight left time cabin clean staff friendly even complimentary tea coffee breakfast bar economy flight pleasant enough think negative write flight service certainly head shoulder trip easyjet,0.8965,Positive
271,271,obviously many airline gone downhill recent year price increased service gone disappointing thing ba aspect really need get worse check staff heathrow downright rude abusive shouting passenger line rolling eye passenger get confused constant shouting bullying airline competing globally behaviour particularly noticeable asia service industry next level want suggest staff like many younger employee polite helpful however couple older staff downright rude obnoxious,-0.9599,Negative
272,272,lost checked bag denied wheelchair assistance lhr wife staff forced u change terminal foot rude staff ba lhr ord april ignored multiple time simply requested cup water walked couple attempt request water politely ba staff onboard yelled wife asked go back seat horrible flight disappointing staff customer service terrible online check never worked ba never verified covid document uploaded advance resulting wife seated separately lost respect british airway disgusted,-0.9747,Negative
273,273,flown ba many year time year ago getting better sadly trip underline slipped versus airline booking time one scammed extortionate amount book seat heathrow check queue unbelievably long staff bag drop curt say least lounge remain awful overcrowded ba invested many year flight food okay although portion kept minimal one day crew could give damn service mostly absent entire flight next time change ceo better recruiting aa second rate budget irish airline,-0.4404,Negative
274,274,boarding mumbai chaotic badly organised board crew announcement professional relaxed informative typical ba style seat quite comfortable refurbished aircraft padding material quite good lucky middle seat empty suffer new narrow seat think would made lot le comfortable ife excellent responsive good quality enormous selection tv movie good number game wifi also good quite netflix quality still reasonable think full flight bad value pay le want short term simple messaging cabin crew good friendly efficient catering reasonable although near hr flight small tasty pastry second meal service really enough landing processing heathrow astonishingly quick felt like even though pm queue waiting even baggage super quick coming overall solid experience economy significantly better used,0.9887,Positive
275,275,mexico city airport zoo taking late departure ba lhr bad club passenger use aa admiral lounge surprisingly good busy seems cater ba club passenger time day lovely staff solid food bar really pleasant flew older old style club seat seated front cabin row club window adjecant aisle seat really good travel partner come think really miss old style cutting edge lay better way fly couple last row front cabin window aisle seat unobstructed access aisle still terrible pay seat obvioulsy work happy getting seat flying ba crew good amazing service impecable flight right mix humor service attention food seemed good well hardly touched fine sleeping old club world seat although bedding could better time departure smooth flight early arrival heathrow went outside smoke returned terminal fast track security lhr always terrible today security staff busy chatting among bag went without secundary check lovely shower spa fabulous facility south lounge crazy busy design disaster ever choose bizarre combination furniture mess food offer solid drink home stretch amsterdam pretty straight forward lousy welcome door crew recovered well made everyone feel special excellent bar cart service love double serving drink english tea worst meal concept world really understand ba stuck year one like cucumber white bread thing hey time landing amsterdam usual long taxi clumsy jet bridge connection ended minute late arrival hard connect jetbridge amsterdam flying club ba still wonderful love,0.9919,Positive
276,276,poor service frustrating firstly flight lhr cancelled mar got text message inform information desk unable confirm correct scam confirmed went counter get new boarding pas counter informed coach leaving min hotel fellow traveler waited min one coach stand guide u answer question transfer hotel min away airport got hotel around pm staff informed dinner close rush appeared motel hotel room smelling weed non smoker uncomfortable although wanted compromise rest went wash face tap sink came hand panicked asked reception staff change room discussion agreed change went alternate room horror occupied asked staff call cab left,-0.9403,Negative
277,277,generally poor sent gate time sat maybe minute announced crew familiar would delay clearly nonsense retraction board statement watched crew walk gate impression want given miniscule amount water small bag pretzel announced would wait cabin service card processing machine u update sight crew next two hour attempted charge u even glass water said complimentary girl said problem walked away,-0.4588,Negative
278,278,ba changed prepaid seat last minute charged u select new seat flight took late cabin crew served tiny packet pretzel arrived heathrow late put remote stand loaded onto bus terminal held transit security clown member staff allowed passenger time trial queued security minute,0.4588,Neutral
279,279,flew london heathrow marrakech ba changed pre paid seat last minute even charged u select seat boarding chaos staff rude demanding selected passenger put hand luggage hold one small bag however never demanded passenger bag hand luggage obviously big flight late taking snack miserable tiny packet cheese pretzel airline going downhill rapidly,-0.674,Negative
280,280,meant fly january algeria paid ticket day meant fly wife broke foot rebook march pay another called british airway week flight march told rebooked wife still well told pay anything get rebooked sent letter hospital saying wife well however never sent ticket made wait nearly week asked pay either top paid previously second option gave get refund tax found ridiculous told pay fraction money previously paid time call hang continue telling pay made complaint nothing happened,-0.6705,Negative
281,281,flown repeatedly british airway one world alliance last week every flight delayed back airport miami another massive delay miss connecting flight finally luggage arrived puerto rico day delay reschedule round trip received information luggage day luckily checked airport last delayed flight meant cabin crew miss connecting flight plane anything wir sind den letzten wochen immer wieder mit britisch airway und dem one world zusammenschluss geflogen jeder flug war versp tet nun sitzen wir wieder miami flughafen und haben schon wieder eine massive versp tung soda wir unseren anschlussflug verpassen werden zuletzt ist auch unser gep ck mit tagen versp tung puerto rico angekommen und wir mussten unseren rundreise umplanen wir haben bi heute noch keine info ber unser gep ck erhalten zum gl ck haben wir selbst flughafen nachgesehen und e war da beim letzten verpsp teten flug meinte die kabinen crew das auch sie ihre anschlussfl ge verpassen und wir im selben flugzeug sitzen und sie k nnen nichts machen,-0.9403,Negative
282,282,horrified extremely small seat poor training crew clearly receives one exuded kind warmth expressed desire make journey pleasant seat narrow regardless size neighbor forced touch constantly seat front reclined choice recline else breathing head scalp person front food revolting even provide napkin unless ask pre meal drink secondary meal last time flew ba completely experience sorry see far quality level slid really majorly disappointing regret already purchased intercontinental trip company see change pathetic ml bottle water sip shorter flight seat even reclined great pity since flight delayed almost hour wait board,-0.7315,Negative
283,283,worst cabin experience ever cramped seat low cost style uncomfortable could suit short flight hour service catering also shame ml water chocolate bar hour service never fly ba,-0.8979,Negative
284,284,first time flying british airway first time flying america india via london heathrow chose premium economy reasonable price quite comfortable however first leg flight mumbai heathrow plane bit outdated foot rest second leg heathrow nassau plane brand new premium economy seat pop leg support much comfortable cabin service fine appreciated come cabin often everyone sleeping meal great honest landing heathrow wait tarmac minute waiting open gate connection le hour long ba staff heathrow airport helped move security quickly made time spare next flight arrived nassau found luggage make due short connection time london ba baggage representative nassau extremely professional took claim luggage arrived next ba flight day later british airway nassau representative delivered charter airline shipped island staying impressive efficient,0.9828,Positive
